Reward
New Game
4,0,-60,10,1,0,0,322,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,322,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,322,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,322,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,10,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,323,5,0,4,0,60,10,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,323,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,323,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,323,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,323,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,323,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,323,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,324,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,324,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,324,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,324,5,0,4,0,60,11,0,0,0,323,1,0,0
4,0,-60,11,1,0,0,324,5,0,4,0,60,11,0,0,0,323,1,0,0
